게시순번,제목,내용,등록일,관련기관명
"392,881","한국철도, 3월부터 동해역까지 KTX 연장운행","한국철도, 3월부터 동해역까지 KTX 연장운행주중 8회  주말 14회 운행, 정동진묵호도 정차동해안 관광 활성화 기대■ 한국철도(코레일)가 오는 3월 2일부터 강릉선 KTX를 연장해 동해역까지 운행한다.■ 이번 KTX 연장 개통으로 서울에서 동해역까지 2시간 30~40분이면 갈 수 있게 된다. 환승없이 한 번에 갈 수 있다.ㅇ 그동안 승용차나 버스로는 3시간 이상, 강릉행 KTX를 타면 다시 무궁화호 열차나 버스로 환승해야 했던 동해가는 길이 쉽고 빨라졌다. 사례 ① 서울에서 직장을 다니는 A씨는 동해에 사시는 부모님을 자주 뵈러 가고 싶었지만 주말이면 도로 정체로 34시간 이상 운전하는 것이 너무 힘들어 자주 고향에 가지 못하고 있다.② 동창들과 열차를 타고 정동진 휴가를 계획중인 B씨는 5시간 걸리는 무궁화호 열차나 강릉역에서 환승해야만 하는 번거로움 때문에 1박 2일의 일정을 짜는 것이 너무 힘들어 고민이다.■ 동해역 KTX 개통에 따른 운행계획은 다음과 같다.ㅇ (노선) 동해역으로 가는 KTX는 서울에서 진부역까지 기존 강릉선 KTX 구간을 운행하다가 진부역 이후에는 영동선을 따라 정동진역, 묵호역을 지나 동해역까지 운행한다.* 서울청량리양평만종횡성평창진부정동진묵호동해ㅇ (운행횟수) 하루 운행횟수는 주중 8회(상행 4회, 하행 4회), 주말 14회(상행 7회, 하행 7회)이다.* 주중 : 서울동해 4회 / 동해서울 4회* 주말 : 서울동해 4회, 청량리동해 3회 / 동해서울 4회, 동해청량리 3회ㅇ (운임) 서울동해 운임은 일반실 31,300원, 특실은 43,800원이고, 청량리동해는 일반실 29,700원, 특실 41,600원이다.* 서울정동진 28,300원, 서울묵호 30,700원 일반실 기준■ 동해역 연장 운행에 따라 강릉선 KTX는 동해행과 강릉행으로 나눠 운행하게 된다.■ 아울러 동해강릉 간 KTX 환승과 강릉정동진동해삼척을 잇는 동해안 관광 권역 활성화를 위해 일반열차 운행을 재조정 한다.ㅇ (셔틀열차) 청량리~강릉, 부전~강릉 간 다니던 무궁화호 열차를 동해역까지만 운행하고, 동해~강릉 구간에 하루 20회 셔틀열차를 투입한다.ㅇ 이번 KTX 개통으로 정동진, 추암해변, 무릉계곡 등 동해삼척 관광지의 접근성이 향상되면 기존 강릉지역과 연계한 강원권 전역의 지역 경제 활성화가 기대된다.■ 동해역 KTX 승차권은 2월 초부터 한국철도 홈페이지( www.letskorail.com )와 모바일 앱 코레일톡, 전국 역 창구에서 판매한다.■ 홍승표 한국철도 고객마케팅단장은 3월 열차운행에 차질이 없도록 개통 전까지 철저히 준비하겠다며, 강릉선 KTX가 동해안 관광 활성화에 기여할 수 있도록 향후 운행횟수와 시간을 수요에 맞게 조정해 나가겠다고 밝혔다.",2020.2.3,한국철도공사
"392,880","한국철도, 신종 코로나바이러스 12번째 확진자 경유 역·차량 추가 방역 조치 시행","한국철도, 신종 코로나바이러스 12번째 확진자 경유 역차량 추가 방역 조치 시행한국철도(코레일)가 2일 질병관리본부에서 12번째 신종 코로나바이러스 확진자 이동 정보를 발표함에 따라 철도역과 차량의 추가 방역을 시행했다.* 확진자는 1월 22일과 23일, 서울강릉 구간 KTX를 이용했고, 해당 열차는 22일부터 신종 코로나바이러스 대비 방역 旣 시행* 추가 방역 : 역사 매일 1회 이상 소독 / 차량 운행전후 매일 1회 이상 내부 소독방역우선 철도 이용객을 보호하기 위해 서울역과 강릉역의 출입문 손잡이, 승강기 핸드레일, 자동발매기 등에 대해 추가 소독과 방역을 실시했다.또한 확진자와 접촉 가능성이 있는 매표창구 역무원, 열차승무원에 대해 보건소지자체와 협력해 자가 격리조치를 시행했다.* 현재까지 증상이 나타난 직원 없음앞서 한국철도는 지난달 22일부터 열차 운행 전후 차량 내부를 소독하고 있다. 감염병 위기 경보 경계 단계가 시행된 27일부터는 화장실 등 역 서비스 시설을 비롯해 철도 차량과 객실을 매일 1회 이상 방역하고 있다.한국철도 관계자는 질병관리본부 등 관계 기관과 긴밀한 협조를 통해 고객이 안심하고 철도를 이용할 수 있도록 적극 노력하겠다고 밝혔다.* 확진자 철도시설 이용 동선 및 조치 내역이용일 : 22일열차 이용 : 서울역(11:01)  강릉역(12:59) KTX #813열차 8호차이용일 : 23일열차 이용 : 강릉역(12:30)  서울역(14:27) KTX #816열차 7호차조치내역 :2.5일 주기 소독 및 방역 작업(20.01.22~26)매일 1회 소독 및 방역 작업(20.01.27~)이인경 기자 ink1027@hanmail.net[출처 : 레일뉴스(http://www.itrailnews.co.kr/)]",2020.2.3,레일뉴스
"392,879","대전도시철도, 지역 스타트기업과 함께 4차 산업혁명 선도","대전도시철도, 지역 스타트기업과 함께 4차 산업혁명 선도대전도시철도공사(사장 김경철)는 29일 5개 대전지역 스타트기업 대표이사, 공사 임직원 등 40여명이 참석한 가운데 2020년도 4차 산업혁명 기술사업 보고회를 개최했다.이날 보고회는 공사의 현장밀착형 4차 산업혁명 기술 적용 과제를 공유하여 지역기업과의 상생협력을 도모하기 위해 개최되었다.공사가 빅데이터, AI(Artificial Intelligence;인공지능), VR(Virtual Reality;가상현실) 기술 등을 적용한 25개 추진과제를 설명하고, 기업 대표들이 관심 있는 추진과제에 대해 기업 특색을 반영한 협력방안을 자유롭게 제시하여 공사-지역기업 간 4차 산업혁명 추진 협업 체계를 구축할 수 있는 기회의 장이 되었다.한편, 공사는 대전시 4차 산업혁명 특별시 대전 비전에 발맞추고 첨단기술을 현장에 적용하기 위해 2018년부터 매년 부서별 추진과제를 발굴, 추진 하여 정부청사역 펀스테이션(Fun Station), 시청역 인공지능 화재대피 및 사회범죄 예방시스템, 가상현실열차(VRT) 미디어 플랫폼 등을 구축한 바 있다.공사 조종현 연구개발원장은 지역 스타트기업과의 협력을 통해 4차 산업혁명 기술을 활용한 국내외 신규 시장을 개척하여 그 가치를 시민들에게 돌려 드리고 싶다.고 말했다.박재민 기자 woals1385@naver.com[출처 : 레일뉴스(http://www.itrailnews.co.kr/)]",2020.2.3,레일뉴스
"392,779",2호선 열차무선설비 주장치 감청라인 회선증설 공동연구개발사업 시행 공고,"대구도시철도공사 공고 제2020-36호공동연구개발사업 시행 공고『2호선 열차무선설비 주장치 감청라인 회선증설』본 사업의 목적은 대구도시철도공사와 전문기술력과 노하우를 보유한 기업, 연구소 등이 상호 기술협력 공동연구개발을 통하여 시스템 개선, 표준화, 신기술 활용 등 기술개발을 하기 위함이오니 많은 관심과 적극적인 참여 바랍니다.1. 과 제 명 : 2호선 열차무선설비 주장치 감청라인 회선증설2. 공고내용○ 2호선 열차무선설비 주장치 감청라인 회선증설을 위한 공동연구개발 사업자 선정※사업수행에 관한 자세한 사항은 공고 시 첨부된 공모지침서 참조3. 선정평가 절차 및 방법○「기술협력 공동연구개발 사업자 선정을 위한 공모지침서」에 명시한선정평가 절차 및 방법에 따라 평가4. 업체참가 등록신청○ 마감일시 : 2020년 2월 7일(금) 16:00까지 (마감시간 엄수)※ 선정된 업체는 개별통지○ 장 소 : 대구도시철도공사 기술개발부 상인동 본사 3층5. 신청 시 구비서류○ 참가신청서 1부 (붙임참조)○ 사업자등록증 사본 1부○ 법인등기부등본 (개인은 주민등록등본) 1부○ 법인인감증명서 (개인은 대표자인감증명서) 1부○ 사용인장○ 서약서 1부 (붙임참조)○ 위임장 (대리인 참석 시) 1부○ 대구도시철도공사 필요서류 (평가관련 증빙자료)- 과제수행제안서(제작일정, 공정별 시험계획, 인력투입계획 등에 관한 내용 포함)- 공공기관의 품질보증방안 제시(기술개발관련 계획서, 시험성적서에 관한 내용 포함)- 개발제품, 장비설비 제작관련 납품실적증명서- 기술인력 및 품질관리인증 보유현황- 연구과제수행 조직구성 및 업무현황6. 기타사항○ 참가신청 업체는 대구도시철도공사 홈페이지에서 참가등록에 관한 필요한 모든 사항을 숙지하여야 하며 이를숙지하지 못한 책임은 참가업체에게 있습니다.○ 참가등록에 제출되는 서류가 사본일 경우에는원본과 상이 없음을확인(인감날인) 하여 제출하기 바랍니다.○ 과제수행능력평가 점수는 공개하지 않습니다.○ 제출된 구비서류는 선정여부에 관계없이 일체 반환하지 않습니다.○ 참가등록서류는 직접 제출하여야 하며 우편접수는 불가합니다.○ 참가등록서류는 사실대로 작성하여야 하며 허위사실이 발견될시 등록이 취소됩니다○ 과제수행 중 공인연구기관의 기술적 검증이 필요한 기타사항은상호간 기술협의 후 의뢰할 수 있습니다.○ 기타 참가등록에 관한 자세한 사항은 공모지침서를 참고하시고, 문의사항은 우리공사 기술개발부로 하시기 바랍니다.※ 기술개발부 전화번호 : 053)640-21432020년 2월 3일대구도시철도공사사장",2020.2.3,부산교통공사
"392,582","철도공단, 철도역사 시각장애인 편의시설 개선 추진","철도공단, 철도역사 시각장애인 편의시설 개선 추진- 철도공사 등 유관기관과 간담회 개최 및 합동 점검 시행 -■ 한국철도시설공단(이사장 김상균)은 한국철도공사(사장 손병석), 국립국어원(원장 소강춘), 한국시각장애인연합회(회장 홍순봉)와 31일(금) 서울역 회의실에서 철도역사의 시각장애인 편의시설 개선을 위한 간담회를 개최하였다.○ 이번 간담회에 참석한 각 기관들은 시각장애인의 철도 이용 편의 향상을 위한 다양한 의견을 논의하고, 만종역으로 이동하여 시각장애인 편의시설 합동 점검을 시행했다.○ 또한, 공단은 신규 철도역사 설계시공 시 개선이 필요한 편의시설을 적극 검토하고 장애물 없는 생활환경(Barrier Free) 인증 절차를 강화하기로 하였으며, 운영 중인 역사에 대해서는 철도공사와 협의하여 점자안내표지 등의 시설을 조속히 개선할 계획이다.■ 김상균 이사장은 앞으로도 시각장애인 등 교통약자의 목소리에 더욱 귀 기울여 국민 모두가 편리하게 이용할 수 있는 철도를 만들어 나가겠다고 말했다.",2020.1.31,국가철도공단
"392,581",한국철도(코레일) 강원본부 KTX동해역 연장운행 대비 유관기관 합동 비상대응종합훈련 시행,"한국철도(코레일) 강원본부 KTX동해역 연장운행 대비 유관기관 합동 비상대응종합훈련 시행지진으로 인한 KTX 고속열차 탈선 및 화재 발생 가정,유관기관과의 긴밀한 비상대응체계 확립으로 신속한 대처능력 손보여△ 30일 오후 강원 강릉시 강릉차량사업소에서 한국철도(코레일)가 주관하는 2020년도 KTX동해역 연장운행 유관기관 합동 비상 대응 종합훈련이 진행되었다.한국철도(코레일) 강원본부는 30일 오후 강릉7 시 강릉 차량사업소 내에서 지진으로 인한 KTX 고속열차 탈선 및 화재 발생을 가정하여, 강릉시, 강릉소방서(내곡119센터), 강릉보건소, 강릉경찰서, 철도특별사법경찰대(강릉센터), 한국철도시설공단 강원본부 등 150여 명이 참여한 KTX동해역 연장운행 및 강릉삼각선 개통 전 유관기관 합동 비상대응종합훈련을 실시하였다고 밝혔다.이날 훈련은 서울역에서 동해역으로 향하던 KTX_산천 고속 열차가 진도 6.9의 강진으로 인하여 열차가 탈선하고 화재가 발생한 상황에서 실시하였으며 신설선인 강릉삼각선에서의 상황을 가정하여 한국철도와 관계기관들의 신속한 비상대응체계를 확인하였고, 훈련은 초동조치와 화재진압, 승객구호 및 대피, 승객 대체수송, 탈선차량 복구 및 철도 시설물 복구의 순서로 진행되었으며 훈련에 참여한 유관기관들의 긴밀한 협조체계 확립을 통한 신속하고 안전한 복구훈련이 시행되었다.한병근 한국철도(코레일) 강원본부장은 KTX 동해역 연장 운행에 따라 신설한 강릉삼각선의 개통 전 유관기관 합동 비상대응훈련 시행을 통하여 한국철도와 유관기관들의 긴밀한 협조체계를 확인하였고, 국민들이 믿고 이용할 수 있는 안전한 철도를 만드는데 지속적으로 노력하겠다 라고 말했다.이인경 기자 ink1027@hanmail.net[출처 : 레일뉴스(http://www.itrailnews.co.kr/)]",2020.1.31,레일뉴스
"392,580",호남고속철도(광주송정~고막원) 건설사업 실시계획(변경) 승인,"고시 제2020-22호호남고속철도(광주송정~고막원) 건설사업 실시계획(변경) 승인국토교통부고시 제2018-783호(2018.12.17.)로 고시된 호남고속철도(광주송정~고막원)건설사업 실시계획을 철도의 건설 및 철도시설 유지관리에 관한 법률 제9조제8항에 따라 변경 승인하고, 같은법 시행령 제14조제3항에 의거 다음과 같이 변경 승인되었음을 고시합니다.2020년 01월 일국토교통부장관",2020.1.31,국토교통부
"392,579",신종 코로나 바이러스에 경전철 방역 강화,"신종 코로나 바이러스에 경전철 방역 강화■ 부산-김해경전철(대표이사 김환국)은 신종 코로나 바이러스 확산 방지를 위해 경전철 시설물 방역 및 위생관리를 강화하기로 했다.■ 28일부터 고객접점 근무자인 역사 직원들이 마스크를 착용하고 근무하고 있으며, 고객 접촉이 많은 역사 시설물(E/S 손잡이, 발매기 버튼, 게이트 등)과 열차 출입문, 손잡이 등에도 매일 소독을 실시하고 열차 내부에 대한 정밀 소독도 확대 실시한다. 또한, 역사 방역은 28일부터 전역사에 순차적으로 실시하고 있다.■ 아울러, 경전철 이용고객에 대한 코로나 바이러스 감염증 예방 행동수칙을 열차 내 방송, 역사 출입구, 대합실/승강장 게시판, 홈페이지, SNS 등에 홍보하여 확산 방지에 노력하고 있다.■ 부산-김해경전철 김환국 대표이사는 많은 시민들이 안심하고 경전철을 이용할 수 있도록 최선을 다할 것이라고 말했다.",2020.1.31,대구도시철도공사
"392,480","서울교통공사‘금손’직원이 그린 지하철 만화, 네이버 웹툰에서 만나요","서울교통공사금손직원이 그린 지하철 만화, 네이버 웹툰에서 만나요- 서울교통공사, 31일부터 공사 공식 웹툰 역 직원 네이버 연재 시작- 좌충우돌하며 업무를 익혀나가며 다양한 사람들과 만나는 신입사원 그려내- 직원의 단순 취미 활동으로 사내게시판에 그린 그림이 인기 끌며 외부 웹툰까지 진출- 만화 통해 고객에게 지하철 관련 정보 친근하게 제공할 것■ 수많은 사람들이 오가는 지하철역에서 근무하는 사람들은 어떤 일을 하고 있을까. 또 그들이 겪는 고충이나 어려움은 어떤 것들이 있을까. 평소 쉽게 마주칠 수 있었던 역 직원들, 하지만 남모를 속사정을 품은 그들의 사연과 더불어 지하철과 관련된 유익한 정보를 이제 만화로 만날 수 있다.■ 서울교통공사(사장직무대행 최정균)는 오는 31일(금)부터 서울교통공사 공식 웹툰 역 직원을 네이버 웹툰 내 도전만화 게시판을 통해 연재한다고 밝혔다.○ 공사 공식 페이스북(https://facebook.com/seoulmetro)와 블로그(https://blog.naver.com/seoulmetro01), 웹진 등 기타 매체를 통해서도 웹툰을 감상할 수 있다.▲ 공사 공식 웹툰 역 직원 소개 그림■ 역 직원은 서울교통공사에 새롭게 입사한 신입사원 김서교를 주인공으로 하여, 지하철 역 직원들이 근무하면서 경험한 일들을 주요 소재로 삼아 이를 생생하게 만화로 그려낸 작품이다. 새로 발령받은 신입 직원이 새벽 2시까지 막차 취객을 역사 밖으로 보내기 위해 실랑이하거나 동시다발적으로 울리는 호출 버튼을 보며 혼란스러움을 느끼는 모습 등, 좌충우돌하며 업무를 익혀나가는 모습을 재미있게 그려낸 생활툰이다.■ 다른 기업들의 홍보용 만화가 대부분 외부 기성 작가와의 협업을 통해 만들어진 것과 달리, 공사의 이번 작품은 소재 선정부터 그림 제작까지 모든 작업을 공사 직원(필명 클락스틸)이 직접 맡아 그려낸 것이 특징이다.■ 클락스틸 작가는 원래 만화 그리기를 좋아하던 아마추어 만화가이자 직원으로, 역에서 근무를 하며 느낀 점을 소재로 하여 그린 만화 역무일지를 취미 삼아 사내 게시판에 올렸다. 이 만화를 본 직원들이 재미있다 더 그려 달라 연재했으면 좋겠다라며 긍정적인 반응을 보여 작가도 계속 연재를 하게 되었다, 이후 만화가 인기를 끌면서 작가는 홍보 관련 업무를 담당, 만화를 그리게 되었다. 사내뿐만이 아닌 외부에도 이 만화를 소개하면 좋겠다는 제안이 통과되면서 네이버 웹툰에까지 진출하게 되었다.■ 공사는 이번 작품 준비를 위해 만화 소재를 사내 게시판을 통해 작년 10월부터 모집했는데, 내부적으로 열띤 호응을 이끌어내 많은 소재 제보가 이어졌다. 이후 클락스틸 작가가 취합된 소재를 콘티로 삼아 두 달에 걸쳐 연재용 만화를 제작했다.■ 공사는 스토리텔링 형식으로 친근하게 풀어낸 이번 만화 연재를 통해 하루 750만 승객이 이용하는 서울 지하철의 각종 정보, 이용 시 지켜야 할 예절과 수칙 등을 알리겠다고 말했다. 또한 고객과의 소통을 더욱 늘려나가고 싶다고 이번 공식 웹툰을 제작하게 된 취지를 밝혔다.■ 최정균 서울교통공사 사장직무대행은 계도 위주로 지하철 관련 내용을 단편적으로 전달하기만 했던 딱딱한 기존 홍보물과 달리, 스마트폰을 이용해 손쉽게 볼 수 있으며 댓글을 이용해 고객과 서로 소통할 수 있는 이번 만화에 대한 기대가 크다.라며 재미와 정보가 가득한 공사 웹툰을 많이 사랑해 주시길 바란다.라고 말했다.",2020.1.31,서울교통공사
"392,479",열차운행 시각표 변경 안내 (1~8호선),"열차운행 시각표 변경 안내 (1~8호선)열차운행 시각표를 다음과 같이 변경하여 시행하니, 고객 여러분께서는 열차 이용에 참고하시기 바랍니다.■ 시행일자 : 2020. 2. 1.(토) 첫차부터■ 적용대상 : 1~8호선 평일 및 휴일■ 변경내용- 1호선 : 2019. 12. 30 개정 시각표 적용- 6호선 : 2019. 12. 21 개정 시각표 적용- 전노선(1,6호선 제외) : 2019. 7. 1. 이전 시각표 적용※ 변경된 열차시각표(2~8호선)은 하단의 [붙임] 파일을 참조하시기 바랍니다.",2020.1.31,서울교통공사
"392,379","대전도시철도, 빅데이터를 활용한 신종 감염증 예방 소독 강화","대전도시철도, 빅데이터를 활용한 신종 감염증 예방 소독 강화- 역사 이용 빅데이터를 활용 방역소독 횟수 증대, 전동차 손잡이 소독 실시-▷ 소독용 에탄올을 사용하여 전동차 내 손잡이와 지지봉을 소독하고 있다.대전도시철도공사(사장 김경철)는 중국에서 발생한 신종 코로나바이러스 감염증의 위기 경보가주의에서 경계로 격상되고 국내에서도 확진 환자가 확산될 우려가 높아짐에 따라 추가적인 감염 예방대책을 마련해 실시한다.공사는 신종 감염병 예방을 위해 시민들이 도시철도를 이용할 때 제일 많이 접촉하는 승강기 버튼, 에스컬레이터 손잡이, 열차 내 손잡이 등에 소독제를 사용하여 살균하는 소독 청소에 집중한다고 밝혔다.방역소독 청소는 모든 역에서 매일 실시하고 있고, 특히 도시철도 이용 빅데이터를 분석하여 어르신 이용인원과 수송인원이 많은 대전역, 유성온천역, 정부청사역 등 7개 역을 선정한 후 고객이동 동선을 반영하여 소독 청소횟수를 2배로 강화하고, 전동차내의 손잡이와 지지봉도 매일 소독 청소를 실시한다.또한 불특정다수가 이용하는 공공교통시설인 도시철도에 대한 고객의 우려를 해소하기 위해 역 직원은 마스크를 착용 후 고객응대를 하고, 수송인원이 많은 12개역 역무실에는 비접촉식 체온계도 비치하여 고객이 체온측정을 요청할 경우에는 바로 확인해 주기로 했다.공사 안전감사실 김영승실장은과학적인 감염 예방활동으로 시민보호 및 불안감 해소를 위해 최선을 다하겠다고 말했다.",2020.1.31,대전도시철도공사
"392,179","한국철도, 카카오모빌리티와 철도서비스 업무협약 체결","한국철도, 카카오모빌리티와 철도서비스 업무협약 체결올해 안에 카카오 T앱서 승차권 판매교통 플랫폼 연계 사업 확장앞으로는 카카오 T에서 바로 열차 승차권을 살 수 있게 된다.△ 한국철도와 ㈜카카오모빌리티의 철도 서비스 제공을 위한 업무협약 사진(사진 왼쪽부터 정왕국 한국철도 부사장, 류긍선 카카오모빌리티 공동대표)한국철도(코레일)는 29일 오후 경기도 판교에서 ㈜카카오모빌리티와 업무협약을 체결하고 스마트폰 앱 카카오 T에서 승차권 판매, 역 주차장 안내 등 생활 밀착형 철도 서비스를 제공하기로 했다.카카오 T는 교통과 IT기술을 결합해 출발지부터 목적지까지의 이동수단을 연결하는 모빌리티 플랫폼이다. 택시 호출 서비스를 시작으로 자전거, 대리운전, 주차, 내비게이션 분야까지 서비스를 확대하고 있다.이번 협약에 따라 두 회사는 카카오 T 앱 안에서 △열차 승차권 판매 △철도역 주차장 정보 제공 △연계교통 안내 서비스를 제공하고 철도관광을 통한 지역경제 활성화에도 상호 협력하기로 했다. 카카오 T 앱에서 바로 승차권을 구매하는 시스템은 올해 안에 구축할 계획이다.한편 한국철도는 작년 7월 네이버, 12월 카카오 등과 잇달아 협약을 체결하며 빠르게 성장하는 온라인 플랫폼 시장 트렌드에 발맞춰 철도 서비스의 영역을 확장하고 있다.정왕국 한국철도 부사장은 많은 분들이 더 편하고 쉽게 철도를 이용할 수 있도록 모바일 플랫폼과의 협업을 더욱 강화하겠다고 말했다.이인경 기자 ink1027@hanmail.net[출처 : 레일뉴스(http://www.itrailnews.co.kr/)]",2020.1.30,레일뉴스
"391,979","서울교통공사, 4차 산업혁명 기술로 전동차 고장징후 예측...2호선 구축완료","서울교통공사, 4차 산업혁명 기술로 전동차 고장징후 예측2호선 구축완료- 수동으로 취합했던 정보 실시간 수집분석전송 전동차 상태기반 정비시스템- IoT 기반 전동차 운행정보 수집  빅데이터 분석  최적의 정비시기 도출, 고장 예측- 운행 안정성, 시민불편1~8호선 단계적 추가 적용, 해외 기술 전파 검토■ 서울교통공사(사장직무대행 최정균)가 빅데이터, 사물인터넷(IoT) 같은 4차 산업혁명 기술로 전동차 고장 징후를 검지, 선제적으로 대응하기 위한 전동차 상태기반 정비 시스템(CBM, Condition Based Maintenance)을 개발했다. 2호선 차량기지에 구축을 마쳤다.○ 공사는 ICT 서비스 기업인 ㈜에스넷시스템과 함께 지난 18년 12월부터 1년간의 공동개발, 설치를 진행해왔다.■ 전동차 상태기반 정비 시스템은 비행기의 블랙박스 같은 역할을 하는 TCMS(열차 종합 관리장치, Train Control and Monitoring System)가 수집한 빅데이터(전동차 운행정보, 고장기록 정보 등)를 IoT에 기반해 자동으로 실시간 수집하고, 차량기지의 정비 작업 이력과 분석해 작업자에게 예지정비 정보를 전달해주는 시스템이다.■ 예컨대, 그동안 차륜(전동차 바퀴)을 정비할 때 작업자가 차륜의 마모 상태를 확인하고 작업(삭정) 시기를 결정하는 방식이었다면, 앞으로는 CBM이 측정된 정보를 분석해 최적의 시기를 도출해 작업자에게 알린다.※ 삭정은 차륜이 레일 위를 주행하면서 마모되거나 흠집이 생겨 이상이 생겼을 때 정상적인 형태로 깎아내는 작업을 말한다.○ 그동안 전동차를 정비할 땐 작업자가 직접 차량 상태를 보고 정비여부를 판단하는 수동적개별적 방식이었다. 작업자 숙련도에 따라 수집 정보에 대한 판단이 달라질 수 있고, 비효율적인 문제가 있었다.■ 공사는 이 시스템이 기존 정비 방식보다 사전에 사고를 예방하기 위한 한 단계 더 진화한 방식으로, 앞으로 전동차 운행 안전성이 더욱 강화될 것으로 기대된다고 설명했다.■ 공사는 이번 시스템에 적용된 기술을 2호선뿐만 아니라 1~8호선에 단계적으로 추가 적용을 검토 중이다. 나아가 해외에 이 기술을 전파하는 방안도 고려하고 있다.■ 최정균 서울교통공사 사장직무대행은 도입된 상태기반 정비 시스템을 이용해 전동차 정비 업무 효율성을 높이고, 주요 장치의 고장 징후를 사전에 검지하겠다며 이를 통해 전동차 고장을 미리 예방해 시민 안전은 강화하고 불편은 최대한 줄여 나갈 것으로 기대한다고 말했다.",2020.1.30,서울교통공사
"391,881","대전도시철도, 지역 스타트기업과 함께 4차 산업혁명 선도","대전도시철도, 지역 스타트기업과 함께 4차 산업혁명 선도- 지역 스타트기업과의 상생협력을 통한 국내외 신규 시장 개척 견인 -▷ ㈜카이 김영휘 대표이사가 4차 산업혁명 기술 협력방안에 대해 발표하고 있다대전도시철도공사(사장 김경철)는 29일 5개 대전지역 스타트기업 대표이사, 공사 임직원 등 40여명이 참석한 가운데 2020년도 4차 산업혁명 기술사업 보고회를 개최했다.이날 보고회는 공사의 현장밀착형 4차 산업혁명 기술 적용 과제를 공유하여 지역기업과의 상생협력을 도모하기 위해 개최됐으며 공사가 빅데이터, AI(Artificial Intelligence;인공지능), VR(Virtual Reality;가상현실) 기술 등을 적용한 25개 추진과제를 설명하고 기업 대표들이 관심 있는 추진과제에 대해 기업 특색을 반영한 협력방안을 자유롭게 제시하여 공사-지역기업 간 4차 산업혁명 추진 협업 체계를 구축할 수 있는 기회의 장이 되었다.한편, 공사는 대전시 4차 산업혁명 특별시 대전 비전에 발맞추고 첨단기술을 현장에 적용하기 위해 2018년부터 매년 부서별 추진과제를 발굴, 추진 하여 정부청사역 펀스테이션(Fun Station), 시청역 인공지능 화재대피 및 사회범죄 예방시스템, 가상현실열차(VRT) 미디어 플랫폼 등을 구축한 바 있다.공사 조종현 연구개발원장은 지역 스타트기업과의 협력을 통해 4차 산업혁명 기술을 활용한 국내외 신규 시장을 개척하여 그 가치를 시민들에게 돌려 드리고 싶다.고 말했다.",2020.1.30,대전도시철도공사
"391,880","광주도시철도, 신종 코로나바이러스 대응 위생 소독 강화","광주도시철도, 신종 코로나바이러스 대응 위생 소독 강화전동차역사 방역 등 선제적 대응 나서광주도시철도공사(사장 윤진보)가 신종 코로나바이러스 감염증 확산 방지를 위한 대응계획을 수립하고 본격적인 추진에 나섰다.공사는 신종 코로나바이러스 국내 첫 확진자 발생 다음날인 21일 전체 전동차를 대상으로 선제적인 소독을 실시했다. 또한 월 1회 실시하는 전동차 방역소독을 월 2회로 늘리고, 손잡이, 수직봉 등 신체 접촉이 잦은 곳을 중심으로 분무기 소독을 실시하는 등 철저한 방역에 나서고 있다.역사 시설물에 대한 방역 역시 강화했다. 고객의 접촉이 가장 빈번한 에스컬레이터 핸드레일과 엘리베이터 버튼을 수시로 소독하는 것은 물론, 매일 일회용 승차권을 살균 소독하고 역사마다 손세정제를 비치해 승객들이 자유롭게 이용하도록 조치했다.또한 역무원 등 고객접점 근무자에게 마스크를 착용하게 하고, 역사 방역 소독을 철저하게 실시하는 등 다각적인 예방조치에 나섰다.이와 함께 역사 내 행선안내기 등을 통해 신종 코로나바이러스의 감염증상 신고방법, 예방 수칙 등을 대대적으로 홍보해 확산방지에 앞장선다.이와 관련, 윤진보 사장은 신종 코로나바이러스 확산 방지를 위한 국가적 노력에 적극 동참하고 있다면서 지하철은 많은 사람들이 이용하는 다중시설인만큼 방역 및 소독에 철저를 기하겠다.고 말했다.",2020.1.30,광주도시철도공사
"391,879",광주도시철도공사 - (주)한페이시스 협약 체결,"광주도시철도공사 - (주)한페이시스 협약 체결예비맘  다자녀가정의 교통복지 위해 손잡아광주도시철도공사(사장 윤진보)와 (주)한페이시스(대표이사 이근재)는 29일 광주시 서구 공사 본사에서 해피아이교통카드 운영 업무협약을 갖고 지역의 저출산 문제 해소를 위해 손을 잡았다.이번 협약을 통해 공사는 임신부와 다자녀 가정이 무료로 광주도시철도를 이용할 수 있는 전용카드인 해피아이교통카드를 운영하고 (주)한페이시스는 이를 위한 무임교통카드 5,000매를 무상지원키로 했다.또한 양 기관은 도시철도 이용 활성화를 위한 공동사업 및 홍보마케팅에 공동으로 나서는 등 양 기관의 역량과 자원을 활용한 교통복지를 위해 적극 노력할 계획이다.해피아이 교통카드를 발급받은 지역의 임신부 및 다자녀가정은 30일부터 광주도시철도와 상무역 환승주차장을 무료로 이용할 수 있다.해피아이 교통카드 발급을 희망하는 대상자는 오는 3월말까지 공사 홈페이지(www.grtc.co.kr)에서 해피아이교통카드 발급신청서 양식을 다운받아 작성한 후 가까운 도시철도 역 고객안내센터에 접수하면 된다.이와 관련, 윤진보 사장은 접수 3주 만에 해피아이교통카드 신청자가 5,000여명에 육박하는 등 지역민의 뜨거운 호응이 이어지고 있다.면서 광주도시철도의 작은 노력이 저출산 문제 해결을 위한 불쏘시개가 되었으면 한다고 말했다.",2020.1.30,광주도시철도공사
